Time,f_gap_control_complete_time,s_gap_control_complete_time,f_gap_control_additional_ds,f_gap_control_additional_os,s_gap_control_additional_ds,s_gap_control_additional_os,handshake,fds_pos_val,fws_pos_val,sds_pos_val,sws_pos_val,fds_under_roll_pv,fws_under_roll_pv,sds_under_roll_pv,sws_under_roll_pv,fds_under_roll_sv,fws_under_roll_sv,sds_under_roll_sv,sws_under_roll_sv,speed_pv,a_bobin_model_1,a_bobin_model_2,a_bobin_model_3,a_bobin_model_4,a_bobin_model_5,a_bobin_model_6,a_bobin_model_7,a_bobin_model_8,b_bobin_model_1,b_bobin_model_2,b_bobin_model_3,b_bobin_model_4,b_bobin_model_5,b_bobin_model_6,b_bobin_model_7,b_bobin_model_8,fds_rev_back_up,fws_rev_back_up,sds_rev_back_up,sws_rev_back_up,fds_rev_pv,fws_rev_pv,sds_rev_pv,sws_rev_pv,fds_load_cell_pv,fws_load_cell_pv,sds_load_cell_pv,sws_load_cell_pv,f_gap_control_offset_low,f_gap_control_offset_high,s_gap_control_offset_low,s_gap_control_offset_high,f_range,s_range,f_gap_control_range_lower,s_gap_control_range_lower,f_gap_control_range_upper,s_gap_control_range_upper,f_window_popup_confirm,f_window_popup_number,s_window_popup_confirm,s_window_popup_number,f_control_inch,s_control_inch,control_inch,control_freq,f_load_cell_back_up,s_load_cell_back_up,pre_press_time_para,pre_press_rev_control_t1,pre_press_rev_control_t2,pre_press_rev_control_t3,pre_press_rev_control_t4,f_pre_press_rev_control_val1,s_pre_press_rev_control_val1,f_pre_press_rev_control_val2,s_pre_press_rev_control_val2,f_pre_press_rev_control_val3,s_pre_press_rev_control_val3,f_pre_press_rev_control_val4,s_pre_press_rev_control_val4,f_pre_press_rev_control,s_pre_press_rev_control,loadcell_zero_set,heartbeat,a_bobin_type,b_bobin_type,thickness_alarm,f_pre_press_complete,s_pre_press_complete,pre_press_on,pre_press_stop,run,low,f_interlock,s_interlock,f_gap_control_up,f_gap_control_down,s_gap_control_up,s_gap_control_down,f_actual_run,s_actual_run,f_actual_low,s_actual_low,f_gap_control_mode_both,f_gap_control_mode_ds,f_gap_control_mode_os,s_gap_control_mode_both,s_gap_control_mode_ds,s_gap_control_mode_os
2023-12-13 09:02:36.142,0,0,0,0,0,0,0,3,3,3,3,100,100,100,100,100,100,100,100,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,15,15,15,100,100,100,100,500,500,500,500,1,1,1,1,-372,-372,-403,-398,-401,-396,1,91,1,91,0,0,1,20,-402,-397,1,5,10,20,30,5,5,10,10,20,20,30,30,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-13 09:02:37.150,0,0,0,0,0,0,0,3,3,3,3,100,100,100,100,100,100,100,100,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,15,15,15,100,100,100,100,500,500,500,500,1,1,1,1,-372,-372,-403,-398,-401,-396,1,91,1,91,0,0,1,20,-402,-397,1,5,10,20,30,5,5,10,10,20,20,30,30,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-13 09:02:38.159,0,0,0,0,0,0,0,3,3,3,3,100,100,100,100,100,100,100,100,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,15,15,15,100,100,100,100,500,500,500,500,1,1,1,1,-372,-372,-403,-398,-401,-396,1,91,1,91,0,0,1,20,-402,-397,1,5,10,20,30,5,5,10,10,20,20,30,30,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-13 09:02:39.165,0,0,0,0,0,0,0,3,3,3,3,100,100,100,100,100,100,100,100,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,15,15,15,100,100,100,100,500,500,500,500,1,1,1,1,-372,-372,-403,-398,-401,-396,1,91,1,91,0,0,1,20,-402,-397,1,5,10,20,30,5,5,10,10,20,20,30,30,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-13 09:02:40.172,0,0,0,0,0,0,0,3,3,3,3,100,100,100,100,100,100,100,100,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,15,15,15,100,100,100,100,500,500,500,500,1,1,1,1,-372,-372,-403,-398,-401,-396,1,91,1,91,0,0,1,20,-402,-397,1,5,10,20,30,5,5,10,10,20,20,30,30,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-13 09:02:41.182,0,0,0,0,0,0,0,3,3,3,3,100,100,100,100,100,100,100,100,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,15,15,15,100,100,100,100,500,500,500,500,1,1,1,1,-372,-372,-403,-398,-401,-396,1,91,1,91,0,0,1,20,-402,-397,1,5,10,20,30,5,5,10,10,20,20,30,30,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-13 09:02:42.192,0,0,0,0,0,0,0,3,3,3,3,100,100,100,100,100,100,100,100,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,15,15,15,100,100,100,100,500,500,500,500,1,1,1,1,-372,-372,-403,-398,-401,-396,1,91,1,91,0,0,1,20,-402,-397,1,5,10,20,30,5,5,10,10,20,20,30,30,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-13 09:02:43.200,0,0,0,0,0,0,0,3,3,3,3,100,100,100,100,100,100,100,100,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,15,15,15,100,100,100,100,500,500,500,500,1,1,1,1,-372,-372,-403,-398,-401,-396,1,91,1,91,0,0,1,20,-402,-397,1,5,10,20,30,5,5,10,10,20,20,30,30,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-13 09:02:44.205,0,0,0,0,0,0,0,3,3,3,3,100,100,100,100,100,100,100,100,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,15,15,15,100,100,100,100,500,500,500,500,1,1,1,1,-372,-372,-403,-398,-401,-396,1,91,1,91,0,0,1,20,-402,-397,1,5,10,20,30,5,5,10,10,20,20,30,30,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-13 09:02:45.216,0,0,0,0,0,0,0,3,3,3,3,100,100,100,100,100,100,100,100,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,15,15,15,100,100,100,100,500,500,500,500,1,1,1,1,-372,-372,-403,-398,-401,-396,1,91,1,91,0,0,1,20,-402,-397,1,5,10,20,30,5,5,10,10,20,20,30,30,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-13 09:02:46.224,0,0,0,0,0,0,0,3,3,3,3,100,100,100,100,100,100,100,100,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,15,15,15,100,100,100,100,500,500,500,500,1,1,1,1,-372,-372,-403,-398,-401,-396,1,91,1,91,0,0,1,20,-402,-397,1,5,10,20,30,5,5,10,10,20,20,30,30,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-13 09:02:47.235,0,0,0,0,0,0,0,3,3,3,3,100,100,100,100,100,100,100,100,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,15,15,15,100,100,100,100,500,500,500,500,1,1,1,1,-372,-372,-403,-398,-401,-396,1,91,1,91,0,0,1,20,-402,-397,1,5,10,20,30,5,5,10,10,20,20,30,30,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-13 09:02:48.242,0,0,0,0,0,0,0,3,3,3,3,100,100,100,100,100,100,100,100,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,15,15,15,100,100,100,100,500,500,500,500,1,1,1,1,-372,-372,-403,-398,-401,-396,1,91,1,91,0,0,1,20,-402,-397,1,5,10,20,30,5,5,10,10,20,20,30,30,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-13 09:02:49.249,0,0,0,0,0,0,0,3,3,3,3,100,100,100,100,100,100,100,100,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,15,15,15,100,100,100,100,500,500,500,500,1,1,1,1,-372,-372,-403,-398,-401,-396,1,91,1,91,0,0,1,20,-402,-397,1,5,10,20,30,5,5,10,10,20,20,30,30,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-13 09:02:50.255,0,0,0,0,0,0,0,3,3,3,3,100,100,100,100,100,100,100,100,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,15,15,15,100,100,100,100,500,500,500,500,1,1,1,1,-372,-372,-403,-398,-401,-396,1,91,1,91,0,0,1,20,-402,-397,1,5,10,20,30,5,5,10,10,20,20,30,30,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-13 09:02:51.267,0,0,0,0,0,0,0,3,3,3,3,100,100,100,100,100,100,100,100,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,15,15,15,100,100,100,100,500,500,500,500,1,1,1,1,-372,-372,-403,-398,-401,-396,1,91,1,91,0,0,1,20,-402,-397,1,5,10,20,30,5,5,10,10,20,20,30,30,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-13 09:02:52.278,0,0,0,0,0,0,0,3,3,3,3,100,100,100,100,100,100,100,100,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,15,15,15,100,100,100,100,500,500,500,500,1,1,1,1,-372,-372,-403,-398,-401,-396,1,91,1,91,0,0,1,20,-402,-397,1,5,10,20,30,5,5,10,10,20,20,30,30,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-13 09:02:53.279,0,0,0,0,0,0,0,3,3,3,3,100,100,100,100,100,100,100,100,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,15,15,15,100,100,100,100,500,500,500,500,1,1,1,1,-372,-372,-403,-398,-401,-396,1,91,1,91,0,0,1,20,-402,-397,1,5,10,20,30,5,5,10,10,20,20,30,30,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-13 09:02:54.290,0,0,0,0,0,0,0,3,3,3,3,100,100,100,100,100,100,100,100,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,15,15,15,100,100,100,100,500,500,500,500,1,1,1,1,-372,-372,-403,-398,-401,-396,1,91,1,91,0,0,1,20,-402,-397,1,5,10,20,30,5,5,10,10,20,20,30,30,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-13 09:02:55.297,0,0,0,0,0,0,0,3,3,3,3,100,100,100,100,100,100,100,100,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,15,15,15,100,100,100,100,500,500,500,500,1,1,1,1,-372,-372,-403,-398,-401,-396,1,91,1,91,0,0,1,20,-402,-397,1,5,10,20,30,5,5,10,10,20,20,30,30,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-13 09:02:56.305,0,0,0,0,0,0,0,3,3,3,3,100,100,100,100,100,100,100,100,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,15,15,15,100,100,100,100,500,500,500,500,1,1,1,1,-372,-372,-403,-398,-401,-396,1,91,1,91,0,0,1,20,-402,-397,1,5,10,20,30,5,5,10,10,20,20,30,30,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-13 09:02:57.317,0,0,0,0,0,0,0,3,3,3,3,100,100,100,100,100,100,100,100,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,15,15,15,100,100,100,100,500,500,500,500,1,1,1,1,-372,-372,-403,-398,-401,-396,1,91,1,91,0,0,1,20,-402,-397,1,5,10,20,30,5,5,10,10,20,20,30,30,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-13 09:02:58.326,0,0,0,0,0,0,0,3,3,3,3,100,100,100,100,100,100,100,100,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,15,15,15,100,100,100,100,500,500,500,500,1,1,1,1,-372,-372,-403,-398,-401,-396,1,91,1,91,0,0,1,20,-402,-397,1,5,10,20,30,5,5,10,10,20,20,30,30,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-13 09:02:59.336,0,0,0,0,0,0,0,3,3,3,3,100,100,100,100,100,100,100,100,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,15,15,15,100,100,100,100,500,500,500,500,1,1,1,1,-372,-372,-403,-398,-401,-396,1,91,1,91,0,0,1,20,-402,-397,1,5,10,20,30,5,5,10,10,20,20,30,30,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-13 09:03:00.348,0,0,0,0,0,0,0,3,3,3,3,100,100,100,100,100,100,100,100,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,15,15,15,100,100,100,100,500,500,500,500,1,1,1,1,-372,-372,-403,-398,-401,-396,1,91,1,91,0,0,1,20,-402,-397,1,5,10,20,30,5,5,10,10,20,20,30,30,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-13 09:03:01.363,0,0,0,0,0,0,0,3,3,3,3,100,100,100,100,100,100,100,100,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,15,15,15,100,100,100,100,500,500,500,500,1,1,1,1,-372,-372,-403,-398,-401,-396,1,91,1,91,0,0,1,20,-402,-397,1,5,10,20,30,5,5,10,10,20,20,30,30,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-13 09:03:02.375,0,0,0,0,0,0,0,3,3,3,3,100,100,100,100,100,100,100,100,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,15,15,15,100,100,100,100,500,500,500,500,1,1,1,1,-372,-372,-403,-398,-401,-396,1,91,1,91,0,0,1,20,-402,-397,1,5,10,20,30,5,5,10,10,20,20,30,30,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-13 09:03:03.387,0,0,0,0,0,0,0,3,3,3,3,100,100,100,100,100,100,100,100,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,15,15,15,100,100,100,100,500,500,500,500,1,1,1,1,-372,-372,-403,-398,-401,-396,1,91,1,91,0,0,1,20,-402,-397,1,5,10,20,30,5,5,10,10,20,20,30,30,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-13 09:03:04.398,0,0,0,0,0,0,0,3,3,3,3,100,100,100,100,100,100,100,100,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,15,15,15,100,100,100,100,500,500,500,500,1,1,1,1,-372,-372,-403,-398,-401,-396,1,91,1,91,0,0,1,20,-402,-397,1,5,10,20,30,5,5,10,10,20,20,30,30,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-13 09:03:05.409,0,0,0,0,0,0,0,3,3,3,3,100,100,100,100,100,100,100,100,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,15,15,15,100,100,100,100,500,500,500,500,1,1,1,1,-372,-372,-403,-398,-401,-396,1,91,1,91,0,0,1,20,-402,-397,1,5,10,20,30,5,5,10,10,20,20,30,30,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-13 09:03:06.415,0,0,0,0,0,0,0,3,3,3,3,100,100,100,100,100,100,100,100,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,15,15,15,100,100,100,100,500,500,500,500,1,1,1,1,-372,-372,-403,-398,-401,-396,1,91,1,91,0,0,1,20,-402,-397,1,5,10,20,30,5,5,10,10,20,20,30,30,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-13 09:03:07.427,0,0,0,0,0,0,0,3,3,3,3,100,100,100,100,100,100,100,100,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,15,15,15,100,100,100,100,500,500,500,500,1,1,1,1,-372,-372,-403,-398,-401,-396,1,91,1,91,0,0,1,20,-402,-397,1,5,10,20,30,5,5,10,10,20,20,30,30,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-13 09:03:08.434,0,0,0,0,0,0,0,3,3,3,3,100,100,100,100,100,100,100,100,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,15,15,15,100,100,100,100,500,500,500,500,1,1,1,1,-372,-372,-403,-398,-401,-396,1,91,1,91,0,0,1,20,-402,-397,1,5,10,20,30,5,5,10,10,20,20,30,30,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-13 09:03:09.442,0,0,0,0,0,0,0,3,3,3,3,100,100,100,100,100,100,100,100,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,15,15,15,100,100,100,100,500,500,500,500,1,1,1,1,-372,-372,-403,-398,-401,-396,1,91,1,91,0,0,1,20,-402,-397,1,5,10,20,30,5,5,10,10,20,20,30,30,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-13 09:03:10.454,0,0,0,0,0,0,0,3,3,3,3,100,100,100,100,100,100,100,100,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,15,15,15,100,100,100,100,500,500,500,500,1,1,1,1,-372,-372,-403,-398,-401,-396,1,91,1,91,0,0,1,20,-402,-397,1,5,10,20,30,5,5,10,10,20,20,30,30,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-13 09:03:11.465,0,0,0,0,0,0,0,3,3,3,3,100,100,100,100,100,100,100,100,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,15,15,15,100,100,100,100,500,500,500,500,1,1,1,1,-372,-372,-403,-398,-401,-396,1,91,1,91,0,0,1,20,-402,-397,1,5,10,20,30,5,5,10,10,20,20,30,30,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-13 09:03:12.470,0,0,0,0,0,0,0,3,3,3,3,100,100,100,100,100,100,100,100,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,15,15,15,100,100,100,100,500,500,500,500,1,1,1,1,-372,-372,-403,-398,-401,-396,1,91,1,91,0,0,1,20,-402,-397,1,5,10,20,30,5,5,10,10,20,20,30,30,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-13 09:03:13.479,0,0,0,0,0,0,0,3,3,3,3,100,100,100,100,100,100,100,100,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,15,15,15,100,100,100,100,500,500,500,500,1,1,1,1,-372,-372,-403,-398,-401,-396,1,91,1,91,0,0,1,20,-402,-397,1,5,10,20,30,5,5,10,10,20,20,30,30,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-13 09:03:14.486,0,0,0,0,0,0,0,3,3,3,3,100,100,100,100,100,100,100,100,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,15,15,15,100,100,100,100,500,500,500,500,1,1,1,1,-372,-372,-403,-398,-401,-396,1,91,1,91,0,0,1,20,-402,-397,1,5,10,20,30,5,5,10,10,20,20,30,30,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-13 09:03:15.496,0,0,0,0,0,0,0,3,3,3,3,100,100,100,100,100,100,100,100,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,15,15,15,100,100,100,100,500,500,500,500,1,1,1,1,-372,-372,-403,-398,-401,-396,1,91,1,91,0,0,1,20,-402,-397,1,5,10,20,30,5,5,10,10,20,20,30,30,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-13 09:03:16.505,0,0,0,0,0,0,0,3,3,3,3,100,100,100,100,100,100,100,100,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,15,15,15,100,100,100,100,500,500,500,500,1,1,1,1,-372,-372,-403,-398,-401,-396,1,91,1,91,0,0,1,20,-402,-397,1,5,10,20,30,5,5,10,10,20,20,30,30,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-13 09:03:17.513,0,0,0,0,0,0,0,3,3,3,3,100,100,100,100,100,100,100,100,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,15,15,15,100,100,100,100,500,500,500,500,1,1,1,1,-372,-372,-403,-398,-401,-396,1,91,1,91,0,0,1,20,-402,-397,1,5,10,20,30,5,5,10,10,20,20,30,30,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-13 09:03:18.515,0,0,0,0,0,0,0,3,3,3,3,100,100,100,100,100,100,100,100,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,15,15,15,100,100,100,100,500,500,500,500,1,1,1,1,-372,-372,-403,-398,-401,-396,1,91,1,91,0,0,1,20,-402,-397,1,5,10,20,30,5,5,10,10,20,20,30,30,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-13 09:03:19.523,0,0,0,0,0,0,0,3,3,3,3,100,100,100,100,100,100,100,100,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,15,15,15,100,100,100,100,500,500,500,500,1,1,1,1,-372,-372,-403,-398,-401,-396,1,91,1,91,0,0,1,20,-402,-397,1,5,10,20,30,5,5,10,10,20,20,30,30,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-13 09:03:20.532,0,0,0,0,0,0,0,3,3,3,3,100,100,100,100,100,100,100,100,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,15,15,15,100,100,100,100,500,500,500,500,1,1,1,1,-372,-372,-403,-398,-401,-396,1,91,1,91,0,0,1,20,-402,-397,1,5,10,20,30,5,5,10,10,20,20,30,30,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-13 09:03:21.540,0,0,0,0,0,0,0,3,3,3,3,100,100,100,100,100,100,100,100,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,15,15,15,100,100,100,100,500,500,500,500,1,1,1,1,-372,-372,-403,-398,-401,-396,1,91,1,91,0,0,1,20,-402,-397,1,5,10,20,30,5,5,10,10,20,20,30,30,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-13 09:03:22.547,0,0,0,0,0,0,0,3,3,3,3,100,100,100,100,100,100,100,100,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,15,15,15,100,100,100,100,500,500,500,500,1,1,1,1,-372,-372,-403,-398,-401,-396,1,91,1,91,0,0,1,20,-402,-397,1,5,10,20,30,5,5,10,10,20,20,30,30,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-13 09:03:23.555,0,0,0,0,0,0,0,3,3,3,3,100,100,100,100,100,100,100,100,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,15,15,15,100,100,100,100,500,500,500,500,1,1,1,1,-372,-372,-403,-398,-401,-396,1,91,1,91,0,0,1,20,-402,-397,1,5,10,20,30,5,5,10,10,20,20,30,30,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-13 09:03:24.568,0,0,0,0,0,0,0,3,3,3,3,100,100,100,100,100,100,100,100,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,15,15,15,100,100,100,100,500,500,500,500,1,1,1,1,-372,-372,-403,-398,-401,-396,1,91,1,91,0,0,1,20,-402,-397,1,5,10,20,30,5,5,10,10,20,20,30,30,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-13 09:03:25.578,0,0,0,0,0,0,0,3,3,3,3,100,100,100,100,100,100,100,100,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,15,15,15,100,100,100,100,500,500,500,500,1,1,1,1,-372,-372,-403,-398,-401,-396,1,91,1,91,0,0,1,20,-402,-397,1,5,10,20,30,5,5,10,10,20,20,30,30,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-13 09:03:26.586,0,0,0,0,0,0,0,3,3,3,3,100,100,100,100,100,100,100,100,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,15,15,15,100,100,100,100,500,500,500,500,1,1,1,1,-372,-372,-403,-398,-401,-396,1,91,1,91,0,0,1,20,-402,-397,1,5,10,20,30,5,5,10,10,20,20,30,30,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-13 09:03:27.593,0,0,0,0,0,0,0,3,3,3,3,100,100,100,100,100,100,100,100,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,15,15,15,100,100,100,100,500,500,500,500,1,1,1,1,-372,-372,-403,-398,-401,-396,1,91,1,91,0,0,1,20,-402,-397,1,5,10,20,30,5,5,10,10,20,20,30,30,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-13 09:03:28.604,0,0,0,0,0,0,0,3,3,3,3,100,100,100,100,100,100,100,100,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,15,15,15,100,100,100,100,500,500,500,500,1,1,1,1,-372,-372,-403,-398,-401,-396,1,91,1,91,0,0,1,20,-402,-397,1,5,10,20,30,5,5,10,10,20,20,30,30,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
